nome,indirizzo,citta,provincia,nazione,lat,lng
SA Perrin-Vermot CLERON,"16 ZA, 25330 Cléron, Francia",Cléron,,Francia,47.079793027135,6.052586657046
SAAR Deposito Genova,"Calata alla Sanità, 16126 Genova, Italia",Genova,,Italia,44.4027154,8.916948
SABO SPECIALITIES AG. OLEIFICIO,"Seestrasse 110, 9326 Horn, Svizzera",Horn,,Svizzera,47.498644,9.449726
Sachsenmilch AG,"An den Breiten 1, 01454 Wachau, Germania",Wachau,,Germania,51.1520967,13.9781691
Saclà Asti,"Corso Antonio Gramsci, 14100 Asti AT, Italia",Asti,AT,Italia,44.8934985,8.1988008
Sagem Roseto degli Abruzzi,"Via Santa Petronilla, 64026 Roseto degli Abruzzi TE, Italia",Roseto degli Abruzzi,TE,Italia,42.6604244,14.012227
"SAIPOL Montoir-de-Bretagne, Francia","Rue de la Chaloupe, 44550 Montoir-de-Bretagne, Francia",Montoir-de-Bretagne,,Francia,47.309338,-2.1282648
Saipol G.Couronne,"Boulevard du Fossé Blondel, 76530 Grand-Couronne, Francia",Grand-Couronne,,Francia,49.351759,0.9896668
Saipol Le Meriot,"1 Les Essarts, 10400 Le Mériot, Francia",Le Mériot,,Francia,48.499749199183,3.4722774642701
SAIPOL LEZOUX,"16 Rue Georges Clemenceau, 63190 Lezoux, Francia",Lezoux,,Francia,45.8281743,3.3745766
Saipol Sete,"D612, 34110 Frontignan, Francia",Frontignan,,Francia,43.4094411,3.7246887
SAMMONTANA EMPOLI,"Via Leopoldo Giuntini, 63, 50053 Empoli FI, Italia",Empoli,FI,Italia,43.7206635,10.9711488
SAMO MIREBEAU,"8 Rue de l'Industrie, 86110 Mirebeau, Francia",Mirebeau,,Francia,46.7875355,0.171936
SAMOX SRL SAN GIULIANO TERME,"Via Filippo Turati, 29, 56017 Metato PI, Italia",Metato,PI,Italia,43.7666273,10.3670906
Sampierdarena Olii Genova,"Via al Ponte Somalia, 16149 Genova GE, Italia",Genova,GE,Italia,44.407352220094,8.8909932889905
San Gabriele Trebaseleghe,"Via Amerigo Vespucci, 12-30, 35010 Trebaseleghe PD, Italia",Trebaseleghe,PD,Italia,45.5832954,12.0559321
SAN JULIAN S.C.A. DEL CAMPO 23770 Marmolejo,"Calle los Gatos, 10-18, 23770 Marmolejo, Jaén, Spagna",Marmolejo,Jaén,Spagna,38.0472111,-4.1657358
Sanchez Carboneras,"AL-5106, 04140 Carboneras, Almería, Spagna",Carboneras,Almería,Spagna,36.9704126,-1.9056738
Sanchez Successores Cabra,"Carretera Antigua de Cabra, 14940 Cabra, Spagna",Cabra,,Spagna,37.4729074,-4.4920965
SANCHIS MIRA S.A. JIJONA,"Arrabal Urbz Ind Espartal III, 1F, 03100, Alicante, Spagna",Alicante,,Spagna,38.5198779,-0.4835916
Sanex S.Perpetua de Mogoda,"Spagna, 08130 Santa Perpètua de Mogoda, Carrer de Flassadres, 17",Santa Perpètua de Mogoda,Carrer de Flassadres,,41.5315415,2.1493484
SANSIFICIO VECERE TREGLIO,"Contrada Paglieroni, 83, 66030 Pagliaroni CH, Italia",Pagliaroni,CH,Italia,42.2609318,14.4288108
SANTA CRUZ DE ALPERA,"C. Cooperativa, S/N, 02690 Alpera, Albacete, Spagna",Alpera,Albacete,Spagna,38.9585674,-1.2366936
Santagata Genova,"Via Albisola, 121, 16162 Genova, Italia",Genova,,Italia,44.4699538,8.8936581
SARIA NORD SWIETAJNO,"53, Polonia",53,,Polonia,53.5189505,21.3019263
SATECO,"Via Argine, 42022 Gualtieri RE, Italia",Gualtieri,RE,Italia,44.90441373093,10.561942007055
SATECO Boretto,"Via Strada Statale 62, 42022 Boretto RE, Italia",Boretto,RE,Italia,44.9028891,10.5685581
Savi Italo Fiorenzuola d'Arda,"SP38, 178, 29017 Fiorenzuola d'Arda PC, Italia",Fiorenzuola d'Arda,PC,Italia,44.922308745248,9.8552888050866
SCANTRA SRA DEL CARMEN – C/VillaDompardo 106 23650 Torredonjimeno (Jaen),"Calle Villardompardo, 106, 23650 Torredonjimeno, Jaén, Spagna",Torredonjimeno,Jaén,Spagna,37.772121981129,-3.9663985958354
Schenk Spa Ora,"Via Stazione, 43, 39040 Ora BZ, Italia",Ora,BZ,Italia,46.3600962,11.297761
SCHOEMACHER ZAANDAM,"Diederik Sonoyweg 1, 1509 BR Zaandam, Paesi Bassi",Zaandam,,Paesi Bassi,52.47145,4.826586
SCHOKINAG-Schokolade-Industrie GmbH NECKARVORLANDSTRASSE 21-25 68159 Indirizzo - MANNHEIM - DE,"Neckarvorlandstraße 21-25, 68159 Mannheim, Germania",Mannheim,,Germania,49.4957582,8.4627254
Schwälbchen AG Bahnhofstraße 38 65307 Bad Schwalbach,"Rothfeld 1, 65307 Bad Schwalbach, Germania",Bad Schwalbach,,Germania,50.1484625,8.0829771
SEA TANK TERMINAL GENT,"Henri Farmanstraat 25, 9000 Gent, Belgio",Gent,,Belgio,51.0809531,3.7435146
SECNA Chiva,"C-3322, 46370 Chiva, Valencia, Spagna",Chiva,Valencia,Spagna,39.463686328085,-0.70371695236499
Sedamyl S.P.A. Saluzzo,"Via Grande Torino, 6, 12037 Saluzzo CN, Italia",Saluzzo,CN,Italia,44.6513718,7.4831618
SERUM ITALIA Via dei Patrioti 33 I 25046 Cazzago San Martino(BS),"Località Stocchetta, 25, 25046 Perosini BS, Italia",Perosini,BS,Italia,45.5598653,10.049047
Sibat Tomarchio,"Via Loreto Balatelle, 72, 95024 Acireale CT, Italia",Acireale,CT,Italia,37.630332,15.1544197
Sicna srl Bollate,"Vicolo Madonna, 9, 20021 Bollate MI, Italia",Bollate,MI,Italia,45.5549736,9.1425606
SILO FIRENZE,"Via di S. Bartolo a Cintoia, 104, 50142 Firenze FI, Italia",Firenze,FI,Italia,43.7805013,11.1846245
Sintofarm,"Via Chitarrara, 4a, 47854 Monte Colombo RN, Italia",Monte Colombo,RN,Italia,43.9178228,12.5882007
SIPA BINDI s.p.a.,"Italia, 20098 San Giuliano Milanese MI, Via della Liberazione, 4",San Giuliano Milanese MI,Via della Liberazione,,45.3949415,9.2620664
Sipral Padana - Bagnolo Cremasco,"Strada Provinciale ex Strada Statale 415 Paullese, 26010 Bagnolo Cremasco CR, Italia",Bagnolo Cremasco,CR,Italia,45.369332,9.6184803
SIRCA,"Str. S. Dono, 148, 30033 Noale VE, Italia",Noale,VE,Italia,45.55586,12.0327283
Sivam Battipaglia,"Viale Brodolini, 33, 84091 Asi SA, Italia",Asi,SA,Italia,40.589739306915,14.990980754349
SLVA SAINT GENES CHAMPANELLE,"1 N89, 63122 Saint-Genès-Champanelle, Francia",Saint-Genès-Champanelle,,Francia,45.704688335725,3.0196408475976
Soc Cooperativa Agricola A R.L. Coltivatori Diretti Tollo,"Via Sabatiniello, 5, 66010 Tollo CH, Italia",Tollo,CH,Italia,42.3477884,14.3209522
SOCADO VILLAFRANCA,"Via Spagna, 20-22, 37069 Villafranca di Verona VR, Italia",Villafranca di Verona,VR,Italia,45.3691948,10.8603147
"Sociedad Cooperativa Andaluza ""San Fernando""","Cam. de la Alcubilla, S/N, 23760 Arjona, Jaén, Spagna",Arjona,Jaén,Spagna,37.9287626,-4.0655504
SOJINAL ISSENHEIM,"3 D3B, 68500 Issenheim, Francia",Issenheim,,Francia,47.9101826,7.27232
Solarec S.A. Rue des Azalées 3B 7331 Baudour,"Rue des Azalées 3B, 7331 Saint-Ghislain, Belgio",Saint-Ghislain,,Belgio,50.4799387,3.8516662
SOLENT GMBH & CO. KG. PALENBERG,"L225, 52531 Übach-Palenberg, Germania",Übach-Palenberg,,Germania,50.918913,6.146592
Solvay Rosignano,"Stab. Aniene, 57016 Rosignano Solvay-castiglioncell LI, Italia",Rosignano Solvay-castiglioncell,LI,Italia,43.3779561,10.4660747
SONAC ELSHOLZ,"Bahnhofsweg 3, Nuthetal-Beelitzer Sander, 14547 Beelitz, Germania",Beelitz,,Germania,52.2047306,12.9507305
SONAC Versmold,"Siedinghausen 19, 33775 Versmold, Germania",Versmold,,Germania,52.051333765906,8.2462446537033
SONNLANDER GETRANKE ROSTOCK,"Unnamed Road, 18107 Rostock, Germania",Rostock,,Germania,54.1379735,12.0418958
SOPHIM S.A. PEYRUIS,"3 La Sève, 04310 Peyruis, Francia",Peyruis,,Francia,44.0436338,5.9630816
Sorini Castelleone,"Via Medaglie D'Argento, 6, 26012 Castelleone CR, Italia",Castelleone,CR,Italia,45.2957411,9.752165
Sottobosco Paoli Mattarello,"Località le Basse, 10, 38123 Mattarello TN, Italia",Mattarello,TN,Italia,45.9997735,11.1242993
Sperlari Cremona,"Via Milano, 16, 26100 Cremona CR, Italia",Cremona,CR,Italia,45.1427183,9.9978303
Sperone Vini Cusano M.,"Italia, 20095 Cusano Milanino MI, Via Vincenzo Bellini, 23",Cusano Milanino MI,Via Vincenzo Bellini,,45.5439187,9.1817307
Spiga Nord Carasco,"Via Pontevecchio, 16042 Carasco GE, Italia",Carasco,GE,Italia,44.3453018,9.3444755
SPUMADOR SULMONA,"Via Contrada San Nicola, 3, 67039 Sulmona AQ, Italia",Sulmona,AQ,Italia,42.0796655,13.9098094
SRC - Pieter Bon Zaandam,"Paesi Bassi, 1506 Zaandam, Symon Spiersweg 18",Zaandam,,,52.4260923,4.818932
STAHL Paderno Dugnano,"Via Alessandro Manzoni, 37, 20037 Paderno Dugnano MI, Italia",Paderno Dugnano,MI,Italia,45.578882828415,9.1573211011814
"STEFFAN - PERO VIA R.SANZIO, 4 I-20016 PERO (M","Via Raffaello Sanzio, 11, 20016 Pero MI, Italia",Pero,MI,Italia,45.5036982,9.078096
STERILGARDA CASTIGLIONE DELLE STIVIERE,"Via Medole, 75, 46043 Castiglione delle Stiviere MN, Italia",Castiglione delle Stiviere,MN,Italia,45.3648685,10.4927721
STOCK MESTRINO,"Via Fabio Filzi, 3, 35035 Mestrino PD, Italia",Mestrino,PD,Italia,45.4450031,11.752824
Stollwerck Berlino,"Motzener Str. 32, 12277 Berlin, Germania",Berlin,,Germania,52.4012726,13.3820435
Storiche Cantine di Radda in Chianti San Casciano,"Strada Provinciale Certaldese I, 50026 San Casciano in Val di pesa FI, Italia",San Casciano in Val di pesa,FI,Italia,43.6447568,11.17227
"Strada senza nome, 70023 Gioia del Colle BA, Italia","Strada senza nome, 70023 Gioia del Colle BA, Italia",Gioia del Colle,BA,Italia,40.82586730916,16.876673358608
SUANFARMA ROVERETO,"SS12, 38068 Rovereto TN, Italia",Rovereto,TN,Italia,45.863067365029,11.02690060098
Sueco Faenza,"Via Sant'Andrea, 4, 48018 Faenza RA, Italia",Faenza,RA,Italia,44.3327588,11.9082905
SUPERGLANZ MONTEMURLO,"Via Parugiano di Sotto, 10, 59013 Montemurlo PO, Italia",Montemurlo,PO,Italia,43.9050924,11.0391154
SVZ KARCZMISKA SP.ZO.O24-310,"Droga Wojewódzka 824, Polonia",Droga Wojewódzka 824,,Polonia,51.2288186,21.9849553
SVZ RIJKEVORSEL,"Gammel 77-89, 2310 Rijkevorsel, Belgio",Rijkevorsel,,Belgio,51.3788746,4.7557148
Sylla Coop APT,"2 Av. du Viaduc, 84400 Apt, Francia",Apt,,Francia,43.884161488467,5.380523070646
SYMRISE GMBH BRAUNSCHWEIG,"Hansestraße 33, 38112 Braunschweig, Germania",Braunschweig,,Germania,52.313123,10.498384
SYRAL MARCKOLSHEIM,"Zone Portuaire et Industri, 67390 Marckolsheim, Francia",Marckolsheim,,Francia,48.1678977,7.5966938
T.F.L. FRANCE S.A. HUNINGUE,"88 Avenue de Bâle, 68330 Huningue, Francia",Huningue,,Francia,47.581755,7.5821963
TAMINCO GENT,"Vondelgemsemeersen, Zeeschipstraat 100, 9000 Gand, Belgio",Gand,,Belgio,51.0940515,3.7240607
Tampieri Faenza,"Via Granarolo, 48018 Faenza RA, Italia",Faenza,RA,Italia,44.31624368119,11.902784930364
Tank Quid Neuss,"Duisburger Straße 15-17, 41460 Neuss, Germania",Neuss,,Germania,51.2130061,6.6988488
Tank Service Valley Ede,"Schabernauseweg 1, 6718, 6718 XN Ede, Paesi Bassi",Ede,,Paesi Bassi,52.0352251,5.6080815
Tate & Lyle Netherlands Koog aan de Zaan,"Lagendijk 27, 1541 KE Koog aan de Zaan, Paesi Bassi",Koog aan de Zaan,,Paesi Bassi,52.465961773041,4.8116833116923
TEN KATE Ter Apelkanaal,"Bedrijfsweg, 9563 Ter Apelkanaal, Paesi Bassi",Ter Apelkanaal,,Paesi Bassi,52.9250048,7.0434733
TENUTA CA' BOLANI,"SR352var, 33052 Cervignano del Friuli UD, Italia",Cervignano del Friuli,UD,Italia,45.8321953,13.3171775
TENUTA di Mocenni,"Strada Comunale di Mocenni, 53019 Castelnuovo Berardenga SI, Italia",Castelnuovo Berardenga,SI,Italia,43.4212493,11.3277505
Tenute Neirano Monbaruzzo,"Via S. Michele, 43, 14046 Casalotto AT, Italia",Casalotto,AT,Italia,44.761382,8.4138339
TERIOS MESNIL,"D35, 80190 Mesnil-Saint-Nicaise, Francia",Mesnil-Saint-Nicaise,,Francia,49.76813,2.9091701
Terminal Trade&Trans Expert Slawkow-Debowa Gora,"Dębowa Góra 29, 41-260 Sławków, Polonia",41-260 Sławków,,Polonia,50.2776539,19.3646469
TERQUIMSA TARRAGONA,"Carrer Particular Aliada Química, 43006 Tarragona, Spagna",Tarragona,,Spagna,41.1026508,1.2250096
Terre Cortesi Moncaro Montecarotto,"SP11, 8, 60036 Montecarotto AN, Italia",Montecarotto,AN,Italia,43.5249708,13.0986931
THANOS S.A Zevgolatio Korintia Grecia,"Οdos xoris onomasia, Velo Vocha 200 01, Grecia",Velo Vocha 200 01,,Grecia,37.909495,22.8053463
Top Agri Roverchiara,"Via Cappafredda, 37050 Cappafredda VR, Italia",Cappafredda,VR,Italia,45.2702683,11.2162213
"TORREVENTO STRADA PROVINCIALE 234 KM 10,600 I-70033 CORATO","SP234, 70033 Corato BA, Italia",Corato,BA,Italia,41.0952698,16.3438895
trimbach,"Baslerstrasse 137, 4632 Trimbach, Svizzera",Trimbach,,Svizzera,47.361834,7.8969425
Trolli Gmbh Hagenow,"Steegener Ch 13, 19230 Hagenow, Germania",Hagenow,,Germania,53.4199698,11.1828968
Tulip Cacao Ede,"Lorentzstraat 6, Frankeneng, 6716 AD Ede, Paesi Bassi",Ede,,Paesi Bassi,52.0281087,5.6426705
TULIP COCOA FEHRBELLIN,"Euromar Str., 16833 Fehrbellin, Germania",Fehrbellin,,Germania,52.795631,12.7897126
TULIP COCOA VELTEN BERLIN,"Berliner Str. 20, 16727 Velten, Germania",Velten,,Germania,52.6779093,13.1909618
Uckermarker Milch PRENZLAU,"Industrie- und Gewerbegebiet Ost, Brüssower Allee 85, 17291 Prenzlau, Germania",Prenzlau,,Germania,53.328314570238,13.887623361469
Ulmer Wilhelmshaven,"Jeversche Straße 26A, 26382 Wilhelmshaven, Germania",Wilhelmshaven,,Germania,53.5182602,8.0926717
Umbria Oli,"Via G. Agnelli, 10, 06042 Campello Sul Clitunno PG, Italia",Campello Sul Clitunno,PG,Italia,42.8187268,12.7663061
Undesa Calderara di Reno,"Italia, 40012 Calderara di Reno BO, Via Giuseppe Garibaldi, 13",Calderara di Reno BO,Via Giuseppe Garibaldi,,44.5514018,11.286113
Uniferm GmbH,"Industriestraße 4-22, 40789 Monheim am Rhein, Germania",Monheim am Rhein,,Germania,51.0696323,6.895787
Unigrà Conselice,"Italia, 48017 Conselice RA, SP59",Conselice,RA,,44.5330618,11.8593837
Unilever Caivano,"Italia, 80023 Caivano NA, Zona Industriale",Caivano,NA,,40.9831977,14.3011872
Unilever Heppenheim,"Langnesestr, 64646 Heppenheim (Bergstraße), Germany",Heppenheim (Bergstraße),,Germania,49.6361755,8.6177563
UNILEVER ROTTERDAM,"Roentgenstraat 25, 3071 Feijenoord district, Paesi Bassi",Feijenoord district,,Paesi Bassi,51.9135756,4.5043393
Unimills Zwijndrecht,"Lindtsedijk, 3333 Zwijndrecht, Paesi Bassi",Zwijndrecht,,Paesi Bassi,51.8071616,4.6380645
UNION LAITIERE DE LA MEUSE,"Le Nid de Cygne, 55100 Bras-sur-Meuse, Francia",Bras-sur-Meuse,,Francia,49.1951318,5.3729961
Urzante Tudela,"La Serna, Calle A, 31500 Tudela, Spagna",Tudela,,Spagna,42.0784464,-1.6478122
V.O.G Laives,"SS12, 39055 Laives BZ, Italia",Laives,BZ,Italia,46.4115286,11.3286754
VALCOLATTE,"Via Firenze, 18, 29010 Valconasso PC, Italy",Valconasso,PC,Italia,44.9651112,9.7830765
"VALENSINA 41238 Mönchengladbach,","Ruckes 90, 41238 Mönchengladbach, Germania",Mönchengladbach,,Germania,51.1603415,6.4951766
Valli Estensi s.rl. Viale Adriatico 36 I-44020 Masi Torello (FE),"Via Comacchio, 44020 Masi Torello FE, Italia",Masi Torello,FE,Italia,44.7989263,11.7874227
Valmo-Cogny Dun Sur Auron,"9162F Route de Bussy, 18130 Dun-sur-Auron, Francia",Dun-sur-Auron,,Francia,46.8907621,2.5918746
VAN BON COLDSTORES B.V. Beneden-Leeuwen,"Van Heemstraweg 90, 6658 Beneden-Leeuwen, Paesi Bassi",Beneden-Leeuwen,,Paesi Bassi,51.8760796,5.5033825
Van den Burg Eiproducten B.V.,"Schouwslootweg 1, 5145 PG Waalwijk, Paesi Bassi",Waalwijk,,Paesi Bassi,51.6980798,5.0540548
Vandamme Hungheria,"2900 Komárom, Via Tűzoltó, Ungheria",Komárom,Via Tűzoltó,Ungheria,47.7317774,18.2020133
VEDOVATO MARIO TREBASELEGHE,"Via Cornariola, 5, 35010 Fossalta PD, Italia",Fossalta,PD,Italia,45.5741619,12.0139486
Venchi Castelletto Stura,"Via Venchi, 1, 12040 Castelletto Stura CN, Italia",Castelletto Stura,CN,Italia,44.437466447711,7.6320378899441
VERBIO BIOENERGIE BITTERFELD,"Stickstoffstraße, 06803 Bitterfeld-Wolfen, Germania",Bitterfeld-Wolfen,,Germania,51.6496794,12.2906115
Verbio Gmbh Schwedt,"L284, 16303 Schwedt/Oder, Germania",Schwedt/Oder,,Germania,53.0985441,14.2152701
VERGA CERMENATE,"Viale Lombardia, 19, 22072 Cermenate CO, Italia",Cermenate,CO,Italia,45.6949301,9.094275
Vergani Secondo Cremona,"Via Tacito, 7, 26100 Cremona CR, Italia",Cremona,CR,Italia,45.115846,10.0601402
Veritalo Sciaves,"Via Johann Oberhofer, 8, 39040 Sciaves BZ, Italia",Sciaves,BZ,Italia,46.7668904,11.6642242
VERTICE DE INNOVATION Y DESARROL AGUILAR DEL CAMPOO,"N-627, 2, 34800 Aguilar de Campoo, Palencia, Spagna",Aguilar de Campoo,Palencia,Spagna,42.7876275,-4.2435953
"Via Michele Losurdo, 33, 70010 Cellamare BA, Italia","Via Michele Losurdo, 33, 70010 Cellamare BA, Italia",Cellamare,BA,Italia,41.019191196725,16.93090015896
VIEIRA DE CASTRO S.A. VILA NOVA DE FAMALICAO,"R. do Paço 514, 4760 Vila Nova de Famalicão, Portogallo",Vila Nova de Famalicão,,Portogallo,41.4274143,-8.5026025
VIGNERONS PROPRIETES ASSOCIES CALVISSON,"32 Rte de la Cave, 30420 Calvisson, Francia",Calvisson,,Francia,43.7819239,4.197616
VINAVIL RAVENNA,"Via Baiona, 48123 Area Industriale RA, Italy",Area Industriale,RA,Italia,44.440601,12.239285
Vinegars J.R. Sabater Murcia,"Av. Murcia, 61, 30110 Murcia, Spagna",Murcia,,Spagna,38.0203152,-1.1302894
"Vinicola Le Castella,","SS7, 52, 04012 Cisterna di Latina LT, Italia",Cisterna di Latina,LT,Italia,41.6109015,12.8087879
Vinicola Olearia Teatina RIPA TEATINA,"Contrada Casale, 72, 66010 Ripa Teatina CH, Italia",Ripa Teatina,CH,Italia,42.3698107,14.2545823
VINOS Y ACEITES VILLARRUBIA S.L.,"Av. del Caz, 51, 13670 Villarrubia de los Ojos, Cdad. Real, Spagna",Villarrubia de los Ojos,Cdad. Real,Spagna,39.217433,-3.6018583
Viterra Magdeburg,"am hansenhafen,8 39126 magdeburg",am hansenhafen,,,52.19443,11.68222
Viterra BV Rotterdam Botlek,"Welplaatweg 110, 3197 Botlek, Paesi Bassi",Botlek,,Paesi Bassi,51.8845581,4.3017059
Vitivinicola Costadoro San Benedetto del Tronto,"Contrada Monte Aquilino, 63074 San Benedetto del Tronto AP, Italia",San Benedetto del Tronto,AP,Italia,42.9322811,13.8817566
Voelkel Pevestorf,,,,,53.0557208,11.4539598
VOPAK VLAARDINGEN,"<span onmouseover=""this.innerHTML = &quot;Koningin Wilhelminahaven Zuidoostzijde, 3134 Vlaardingen, Paesi Bassi&quot;;"" onmouseout=""this.innerHTML=&quot;Koningin Wilhelminahaven Zuidoostzijde, 3134 Vlaardingen, Pa...&quot;;"">Koningin Wilhelminahaven Zuido",Vlaardingen,,,51.9040061,4.3568941
Vreugdenhil Dairy Foods Gorinchem,"Nieuwe Wolpherensedijk, 4202 Gorinchem, Paesi Bassi",Gorinchem,,Paesi Bassi,51.8300646,4.9540231
Vreugdenhil Dairy Foods Scharsterbrug,"Hollandiastraat 15, 8517 HC Scharsterbrug, Paesi Bassi",Scharsterbrug,,Paesi Bassi,52.9463769,5.7813619
W.A. van der Schans HURWENEN,"Molenstraat 37, 5327 AW Hurwenen, Paesi Bassi",Hurwenen,,Paesi Bassi,51.80545,5.312458
WALCOR Pozzaglio ed Uniti,"Via Bongiovanni, 167, 26010 Pozzaglio ed Uniti CR, Italia",Pozzaglio ed Uniti,CR,Italia,45.20074900025,10.05628436814
WEINKELLEREI HECHTSHEIM MAINZ,"Rheinhessenstraße 25, 55129 Mainz, Germania",Mainz,,Germania,49.9645434,8.2680754
WERNICKE FRUCHTSAFT GMBH &CO. KG,"Helpuper Str. 354, 33818 Leopoldshöhe, Germany",Leopoldshöhe,,Germania,51.9789588,8.7132905
Wernicke Fruchtsaft Leopoldshohe,"Helpuper Str. 354, 33818 Leopoldshöhe, Germania",Leopoldshöhe,,Germania,51.9789272,8.7130349
Wesergold Dodow,"E26, 19243 Wittendörp, Germania",Wittendörp,,Germania,53.5055032,10.9943022
Westway Amsterdam,"Paesi Bassi, 1041 Amsterdam, Octaanweg 8",Amsterdam,,,52.4114056,4.8318175
WILD JUICE AMSTERDAM,"Elbaweg 11, 1044 AK Amsterdam, Paesi Bassi",Amsterdam,,Paesi Bassi,52.4156121,4.8075236
Wilhelm Reuss GmbH & Co KG Winsen,"Roydorfer Weg 1, 21423 Winsen (Luhe), Germania",Winsen (Luhe),,Germania,53.3498643,10.2066375
Witor's Corte de' Frati,"Via Levata, 2, 26010 Corte de' Frati CR, Italia",Corte de' Frati,CR,Italia,45.2118725,10.1116506
Wulro Egg Group WEERT,"Seelenstraat 7, 6004 RL Weert, Paesi Bassi",Weert,,Paesi Bassi,51.2604212,5.7287188
YSCO ARGENTAN,"41 Avenue de la 2ème Db, 61200 Argentan, Francia",Argentan,,Francia,48.7347838,-0.0308648
Zaini Senago,"Viale Europa, 2a, 20030 Senago MI, Italia",Senago,MI,Italia,45.567852059257,9.1190088138409
Zanini Alimentare Varese Ligure,"Strada Provinciale S. Pietro Vara, 96, 19028 Varese Ligure SP, Italia",Varese Ligure,SP,Italia,44.339935461076,9.5911826742977
Zeta Farmaceutici,"Via Luigi Galvani, 37-33, 36066 Sandrigo VI, Italia",Sandrigo,VI,Italia,45.6572422,11.5784037
Zipperle Merano,"Via Max Valier, 2, 39012 Merano BZ, Italia",Merano,BZ,Italia,46.6550304,11.1626917
"Zone Portuaire et Industri, 67390 Marckolsheim, Francia","Zone Portuaire et Industri, 67390 Marckolsheim, Francia",Marckolsheim,,Francia,48.169045602532,7.5950498668207
Zoogamma Ghedi,"Strada Provinciale 24, 25016 Ghedi BS, Italia",Ghedi,BS,Italia,45.4307843,10.2571458
ZOR Kalf 11 Zaandam,"Kalf 9R, 1509 AC Zaandam, Paesi Bassi",Zaandam,,Paesi Bassi,52.4637551,4.8157461
Zumos Catano Aragoneses S.A:,"Calle 5, 23, 22520 Fraga, Huesca, Spagna",Fraga,Huesca,Spagna,41.5297785,0.4196891
